title,artist,objectType,place,date,mediaURLs,thumbnail
Retrato de caballero,"{""Artist"": ""Jos\u00e9 Campeche y Jord\u00e1n, born San Juan, Puerto Rico 1751-died San Juan, Puerto Rico 1809"", ""Sitter"": ""unidentified""}","{""Type"": ""Painting""}",,"{""Date"": ""ca. 1805-1809""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1996.91.3_1],"https://ids.si.edu/ids/iiif/SAAM-1996.91.3_1/full/250,/0/default.jpg"
Reverend John Carroll,"{""Artist"": ""Unidentified Artist"", ""Sitter"": ""Rev. John Carroll, 8 Jan 1735 - 3 Dec 1815""}","{""Type"": ""Painting""}",,"{""Date"": ""c. 1809""}",[https://ids.si.edu/ids/deliveryService?id=NPG-8900562A_1],"https://ids.si.edu/ids/iiif/NPG-8900562A_1/full/250,/0/default.jpg"
Reverend Justus Henry Christian Helmuth,"{""Artist"": ""John Eckstein, 1736 - 1817"", ""Sitter"": ""Rev. Justus Henry Christian Helmuth, 16 May 1745 - 5 Feb 1825""}","{""Type"": ""Painting""}",,"{""Date"": ""c. 1795""}",[https://ids.si.edu/ids/deliveryService?id=NPG-NPG_67_7Helmuth-000003],"https://ids.si.edu/ids/iiif/NPG-NPG_67_7Helmuth-000003/full/250,/0/default.jpg"
Richard Bache,"{""Artist"": ""John Hoppner, 1758 - 1810"", ""Sitter"": ""Richard Bache, 1737 - 1811""}","{""Type"": ""Painting""}","{""Place"": ""United Kingdom\\England\\Greater London\\London""}","{""Date"": ""1792-93""}",[https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2011_145Bache-000001],"https://ids.si.edu/ids/iiif/NPG-NPG_2011_145Bache-000001/full/250,/0/default.jpg"
Richard Henry Lee,"{""Artist"": ""Charles Willson Peale, 15 Apr 1741 - 22 Feb 1827"", ""Sitter"": ""Richard Henry Lee, 20 Jan 1732 - 19 Jun 1794""}","{""Type"": ""Painting""}",,"{""Date"": ""c. 1795-1805""}",[https://ids.si.edu/ids/deliveryService?id=NPG-NPG_74_5],"https://ids.si.edu/ids/iiif/NPG-NPG_74_5/full/250,/0/default.jpg"
Robert Broome,"{""Artist"": ""Anson Dickinson, born Milton, CT 1779-died Litchfied, CT 1852"", ""Sitter"": ""Robert Broome""}","{""Type"": ""Painting-Miniature""}",,"{""Date"": ""ca. 1810""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1948.2.1_1],"https://ids.si.edu/ids/iiif/SAAM-1948.2.1_1/full/250,/0/default.jpg"
Robert Hooper,"{""Artist"": ""John Singleton Copley, born Boston, MA 1738-died 1815 London, England"", ""Sitter"": ""Jr. Robert Hooper""}","{""Type"": ""Painting""}",,"{""Date"": ""ca. 1770-1772""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-2006.12.1_1],"https://ids.si.edu/ids/iiif/SAAM-2006.12.1_1/full/250,/0/default.jpg"
Robert Morris,"{""Artist"": ""Robert Edge Pine, c. 1730 - 1788"", ""Sitter"": ""Robert Morris, 31 Jan 1734 - 8 May 1806""}","{""Type"": ""Painting""}",,"{""Date"": ""c. 1785""}",[https://ids.si.edu/ids/deliveryService?id=NPG-NPG_73_20],"https://ids.si.edu/ids/iiif/NPG-NPG_73_20/full/250,/0/default.jpg"
Robert Oliphant,"{""Artist"": ""Raphaelle Peale, born Annapolis, MD 1774-died Philadelphia, PA 1825"", ""Sitter"": ""Robert Oliphant""}","{""Type"": ""Painting-Miniature""}",,"{""Date"": ""1799""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1942.2.2_1],"https://ids.si.edu/ids/iiif/SAAM-1942.2.2_1/full/250,/0/default.jpg"
Rouen Cathedral,"{""Artist"": ""David Roberts, Scottish, born Stockbridge, Scotland 1796-died London, England 1864""}","{""Type"": ""Painting""}",,"{""Date"": ""ca. 1796-1826""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1956.11.49_1],"https://ids.si.edu/ids/iiif/SAAM-1956.11.49_1/full/250,/0/default.jpg"
Rubens Peale,"{""Artist"": ""Rembrandt Peale, 22 Feb 1778 - 3 Oct 1860"", ""Sitter"": ""Rubens Peale, 1784 - 1865""}","{""Type"": ""Painting""}",,"{""Date"": ""1807""}",[https://ids.si.edu/ids/deliveryService?id=NPG-8600424A_2],"https://ids.si.edu/ids/iiif/NPG-8600424A_2/full/250,/0/default.jpg"
Rubens Peale,"{""Artist"": ""Raphaelle Peale, born Annapolis, MD 1774-died Philadelphia, PA 1825"", ""Sitter"": ""Rubens Peale""}","{""Type"": ""Painting-Miniature""}",,"{""Date"": ""ca. 1800""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1941.9.1_1],"https://ids.si.edu/ids/iiif/SAAM-1941.9.1_1/full/250,/0/default.jpg"
Saint Anthony of Padua,"{""Artist"": ""Eighteenth-Century Novice, active late 18th century""}","{""Type"": ""Painting\nFolk Art""}",,"{""Date"": ""late 18th century""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1986.65.96_1],"https://ids.si.edu/ids/iiif/SAAM-1986.65.96_1/full/250,/0/default.jpg"
Samuel Blodget,"{""Artist"": ""John Trumbull, 6 Jun 1756 - 10 Nov 1843"", ""Sitter"": ""Samuel Blodget, Jr., 28 Aug 1757 - 11 Apr 1814""}","{""Type"": ""Painting""}",,"{""Date"": ""c. 1784""}",[https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2013_29Blodget-000001],"https://ids.si.edu/ids/iiif/NPG-NPG_2013_29Blodget-000001/full/250,/0/default.jpg"
Samuel Chase,"{""Artist"": ""John Wesley Jarvis, 1780 - 14 Jan 1840"", ""Sitter"": ""Samuel Chase, 17 Apr 1741 - 19 Jun 1811""}","{""Type"": ""Painting""}",,"{""Date"": ""1811""}",[https://ids.si.edu/ids/deliveryService?id=NPG-NPG_67_2Chase-000001],"https://ids.si.edu/ids/iiif/NPG-NPG_67_2Chase-000001/full/250,/0/default.jpg"
Samuel F. B. Morse Self-Portrait,"{""Artist"": ""Samuel Finley Breese Morse, 27 Apr 1791 - 2 Apr 1872"", ""Sitter"": ""Samuel Finley Breese Morse, 27 Apr 1791 - 2 Apr 1872""}","{""Type"": ""Painting""}",,"{""Date"": ""1812""}",[https://ids.si.edu/ids/deliveryService?id=NPG-NPG_80_208Morse_d1],"https://ids.si.edu/ids/iiif/NPG-NPG_80_208Morse_d1/full/250,/0/default.jpg"
Samuel Griffin,"{""Artist"": ""Cosmo John Alexander, 1724 - 1772"", ""Possibly"": ""Samuel Griffin, 1746 - 1810"", ""Formerly identified as"": ""Cyrus Griffin, 1748 - 1810""}","{""Type"": ""Painting""}",,"{""Date"": ""1770""}",[https://ids.si.edu/ids/deliveryService?id=NPG-S_NPG_2000_4Griffin_d1],"https://ids.si.edu/ids/iiif/NPG-S_NPG_2000_4Griffin_d1/full/250,/0/default.jpg"
"Samuel Love, Jr.","{""Artist"": ""Robert Field, born Gloucestershire, England ca. 1769-died Kingston, Jamaica 1819"", ""Sitter"": ""Jr. Samuel Love""}","{""Type"": ""Painting-Miniature""}",,"{""Date"": ""1800""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1942.10.4_1],"https://ids.si.edu/ids/iiif/SAAM-1942.10.4_1/full/250,/0/default.jpg"
Samuel Miles,"{""Artist"": ""Gilbert Stuart, 3 Dec 1755 - 9 Jul 1828"", ""Sitter"": ""Samuel Miles, 11 Mar 1740 - 6 Dec 1805""}","{""Type"": ""Painting""}",,"{""Date"": ""c. 1800""}",[https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2019_22-000002],"https://ids.si.edu/ids/iiif/NPG-NPG_2019_22-000002/full/250,/0/default.jpg"
Samuel Seabury,"{""Artist"": ""Ralph Earl, 11 May 1751 - 16 Aug 1801"", ""Sitter"": ""Samuel Seabury, 30 Nov 1729 - 25 Feb 1796""}","{""Type"": ""Painting""}",,"{""Date"": ""1785""}",[https://ids.si.edu/ids/deliveryService?id=NPG-NPG_84_171],"https://ids.si.edu/ids/iiif/NPG-NPG_84_171/full/250,/0/default.jpg"
Samuel Smith,"{""Artist"": ""Gilbert Stuart, 3 Dec 1755 - 9 Jul 1828"", ""Sitter"": ""Samuel Smith, 27 Jul 1752 - 22 Apr 1839""}","{""Type"": ""Painting""}",,"{""Date"": ""c. 1800""}",[https://ids.si.edu/ids/deliveryService?id=NPG-NPG_66_50Smith-000002],"https://ids.si.edu/ids/iiif/NPG-NPG_66_50Smith-000002/full/250,/0/default.jpg"
San José y el Cristo Niño,"{""Artist"": ""Jos\u00e9 Campeche y Jord\u00e1n, born San Juan, Puerto Rico 1751-died San Juan, Puerto Rico 1809""}","{""Type"": ""Painting""}",,"{""Date"": ""ca. 1794""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1996.91.4_1],"https://ids.si.edu/ids/iiif/SAAM-1996.91.4_1/full/250,/0/default.jpg"
San Juan Nepomuceno,"{""Artist"": ""Jos\u00e9 Campeche y Jord\u00e1n, born San Juan, Puerto Rico 1751-died San Juan, Puerto Rico 1809""}","{""Type"": ""Painting""}",,"{""Date"": ""ca. 1798""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1996.91.5_1],"https://ids.si.edu/ids/iiif/SAAM-1996.91.5_1/full/250,/0/default.jpg"
Sir Guy Carelton,"{""Artist"": ""Unidentified (British)"", ""Sitter"": ""Guy Carleton""}","{""Type"": ""Painting-Miniature""}",,"{""Date"": ""ca. 1770""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1950.4.20_1],"https://ids.si.edu/ids/iiif/SAAM-1950.4.20_1/full/250,/0/default.jpg"
Small Landscape,"{""Artist"": ""Unidentified (British)"", ""Copy after"": ""Thomas Gainsborough, English, born Sudbury, England 1727-died London, England 1788""}","{""Type"": ""Painting""}",,"{""Date"": ""ca. 1750-1800""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1956.11.20_1],"https://ids.si.edu/ids/iiif/SAAM-1956.11.20_1/full/250,/0/default.jpg"
Susan Poinsett,"{""Artist"": ""Edward Greene Malbone, born Newport, RI 1777-died Savannah, GA 1807"", ""Sitter"": ""Susan Poinsett""}","{""Type"": ""Painting-Miniature""}",,"{""Date"": ""ca. 1801-1802""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1999.27.27_1],"https://ids.si.edu/ids/iiif/SAAM-1999.27.27_1/full/250,/0/default.jpg"
Susanne Correy,"{""Artist"": ""James Peale, born Chestertown, MD 1749-died Philadelphia, PA 1831"", ""Sitter"": ""Susan Correy""}","{""Type"": ""Painting-Miniature""}",,"{""Date"": ""ca. 1790""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1979.153.1_1],"https://ids.si.edu/ids/iiif/SAAM-1979.153.1_1/full/250,/0/default.jpg"
T. Stanford,"{""Artist"": ""Ebenezer Mack, born 1765-died 1833"", ""Sitter"": ""T. Stanford""}","{""Type"": ""Painting-Miniature""}",,"{""Date"": ""ca. 1795""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1957.3.2_1],"https://ids.si.edu/ids/iiif/SAAM-1957.3.2_1/full/250,/0/default.jpg"
The Clergyman,"{""Artist"": ""Unidentified (British)""}","{""Type"": ""Painting""}",,"{""Date"": ""ca. 1770""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1979.5.7_1],"https://ids.si.edu/ids/iiif/SAAM-1979.5.7_1/full/250,/0/default.jpg"
The Davis Children (Eliza Cheever Davis and John Derby Davis),"{""Artist"": ""Edward Savage, born Princeton, MA 1761-died Princeton, MA 1817"", ""Sitter"": ""Eliza Cheever Davis\nJohn Derby Davis""}","{""Type"": ""Painting""}",,"{""Date"": ""1795""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-2019.6.12_1],"https://ids.si.edu/ids/iiif/SAAM-2019.6.12_1/full/250,/0/default.jpg"
The Misses Mary and Hannah Murray,"{""Artist"": ""John Trumbull, born Lebanon, CT 1756-died New York City 1843"", ""Sitter"": ""Hannah Murray\nMary Murray""}","{""Type"": ""Painting""}",,"{""Date"": ""1806""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1988.2_1],"https://ids.si.edu/ids/iiif/SAAM-1988.2_1/full/250,/0/default.jpg"
The Wiley Family,"{""Artist"": ""William Williams, born Bristol, England 1727-died Bristol, England 1791"", ""Sitter"": ""John Wiley""}","{""Type"": ""Painting""}",,"{""Date"": ""1771""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-2006.12.2_1],"https://ids.si.edu/ids/iiif/SAAM-2006.12.2_1/full/250,/0/default.jpg"
Theresa Diana Levesque,"{""Artist"": ""Ambrose Duval, born ca. 1778-died 1860"", ""Sitter"": ""Theresa Diana Levesque""}","{""Type"": ""Painting-Miniature""}",,"{""Date"": ""1810""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1975.59.2_1],"https://ids.si.edu/ids/iiif/SAAM-1975.59.2_1/full/250,/0/default.jpg"
Thomas Ash II,"{""Artist"": ""Thomas Sully, 19 Jun 1783 - 5 Nov 1872"", ""Sitter"": ""Thomas Ash II, 1785 - after 1824""}","{""Type"": ""Painting""}",,"{""Date"": ""1807""}",[https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2008_4Ash_d1],"https://ids.si.edu/ids/iiif/NPG-NPG_2008_4Ash_d1/full/250,/0/default.jpg"
Thomas Jefferson,"{""Artist"": ""Mather Brown, 7 Oct 1761 - 25 May 1831"", ""Sitter"": ""Thomas Jefferson, 13 Apr 1743 - 4 Jul 1826""}","{""Type"": ""Painting""}","{""Place"": ""United Kingdom\\England\\Greater London\\London""}","{""Date"": ""1786""}",[https://ids.si.edu/ids/deliveryService?id=NPG-NPG_99_66Jefferson_d1],"https://ids.si.edu/ids/iiif/NPG-NPG_99_66Jefferson_d1/full/250,/0/default.jpg"
Thomas Lee Shippen,"{""Artist"": ""James Peale, born Chestertown, MD 1749-died Philadelphia, PA 1831"", ""Sitter"": ""Thomas Lee Shippen""}","{""Type"": ""Painting-Miniature""}",,"{""Date"": ""1795""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1999.87.4_1],"https://ids.si.edu/ids/iiif/SAAM-1999.87.4_1/full/250,/0/default.jpg"
Thomas McKean,"{""Attribution"": ""Charles Willson Peale, 15 Apr 1741 - 22 Feb 1827"", ""Sitter"": ""Thomas McKean, 19 Mar 1734 - 24 Jun 1817""}","{""Type"": ""Painting""}",,"{""Date"": ""after 1787""}",[https://ids.si.edu/ids/deliveryService?id=NPG-NPG_66_63McKean-000003],"https://ids.si.edu/ids/iiif/NPG-NPG_66_63McKean-000003/full/250,/0/default.jpg"
Thomas Paine,"{""Artist"": ""Laurent Dabos, 1761 - 1835"", ""Sitter"": ""Thomas Paine, 29 Jan 1737 - 8 Jun 1809""}","{""Type"": ""Painting""}",,"{""Date"": ""c. 1792""}",[https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2008_5],"https://ids.si.edu/ids/iiif/NPG-NPG_2008_5/full/250,/0/default.jpg"
Thomas Pinckney,"{""Artist"": ""John Trumbull, 6 Jun 1756 - 10 Nov 1843"", ""Sitter"": ""Thomas Pinckney, 23 Oct 1750 - 2 Nov 1828""}","{""Type"": ""Painting""}",,"{""Date"": ""1791""}",[https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2007_211],"https://ids.si.edu/ids/iiif/NPG-NPG_2007_211/full/250,/0/default.jpg"
Thomas Say,"{""Artist"": ""Joseph Wood, c. 1778 - 1830"", ""Sitter"": ""Thomas Say, 27 Jun 1787 - 10 Oct 1834""}","{""Type"": ""Painting""}",,"{""Date"": ""c. 1812""}",[https://ids.si.edu/ids/deliveryService?id=NPG-NPG_72_112Say-000001],"https://ids.si.edu/ids/iiif/NPG-NPG_72_112Say-000001/full/250,/0/default.jpg"
Thomas Stone,"{""Artist"": ""Robert Edge Pine, c. 1730 - 1788"", ""Sitter"": ""Thomas Stone, 1743 - 5 Oct 1787""}","{""Type"": ""Painting""}",,"{""Date"": ""c. 1785""}",[https://ids.si.edu/ids/deliveryService?id=NPG-NPG_71_44],"https://ids.si.edu/ids/iiif/NPG-NPG_71_44/full/250,/0/default.jpg"
"Thomas Williams, of Annapolis","{""Artist"": ""Robert Field, born Gloucestershire, England ca. 1769-died Kingston, Jamaica 1819"", ""Sitter"": ""Thomas Williams""}","{""Type"": ""Painting-Miniature""}",,"{""Date"": ""ca. 1800""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1978.67.2_1],"https://ids.si.edu/ids/iiif/SAAM-1978.67.2_1/full/250,/0/default.jpg"
"Three-Way Portrait of Thomas Jefferson, James Monroe, and Unidentified Native American (William McIntosh?)","{""Artist"": ""Unidentified"", ""Sitter"": ""Thomas Jefferson\nunidentified\nJames Monroe""}","{""Type"": ""Painting\nFolk Art""}",,"{""Date"": ""early 19th century""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1967.90.1_4],"https://ids.si.edu/ids/iiif/SAAM-1967.90.1_4/full/250,/0/default.jpg"
Virgen de Monserrate,"{""Artist"": ""Unidentified (Puerto Rican)""}","{""Type"": ""Painting""}",,"{""Date"": ""ca. 1775-1825""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1996.91.10_1],"https://ids.si.edu/ids/iiif/SAAM-1996.91.10_1/full/250,/0/default.jpg"
Watercolor Painting Depicting the Bennet Family Record,"{""described"": ""Bennet, Jonathan\nHaskel, Betty"", ""artist"": ""Barns, Ruben""}","{""Object Name"": ""painting"", ""Other Terms"": ""Painting; Pictures; Watercolor""}","{""Place Made"": ""United States: Maine, Poland""}","{""Date made"": ""April 12, 1804\n1804-04-12""}",[https://ids.si.edu/ids/deliveryService?id=NMAH-84-7679],"https://ids.si.edu/ids/iiif/NMAH-84-7679/full/250,/0/default.jpg"
West Family in the Studio Garden,"{""Artist"": ""Benjamin West, 10 Oct 1738 - 11 Mar 1820"", ""Sitter"": ""Benjamin West, 10 Oct 1738 - 11 Mar 1820""}","{""Type"": ""Painting""}",,"{""Date"": ""1808-09""}",[https://ids.si.edu/ids/deliveryService?id=NPG-NPG_77_34Westfamily-000004],"https://ids.si.edu/ids/iiif/NPG-NPG_77_34Westfamily-000004/full/250,/0/default.jpg"
William Boswell Lamb,"{""Artist"": ""Unidentified"", ""Sitter"": ""William Roswell Lamb""}","{""Type"": ""Painting-Miniature""}",,"{""Date"": ""ca. 1795""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1980.126.4_1],"https://ids.si.edu/ids/iiif/SAAM-1980.126.4_1/full/250,/0/default.jpg"
William Carmichael,"{""Artist"": ""Unidentified Artist"", ""Sitter"": ""William Carmichael, ? - Feb 1795""}","{""Type"": ""Painting""}",,"{""Date"": ""1770s""}",[https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2010_49_int],"https://ids.si.edu/ids/iiif/NPG-NPG_2010_49_int/full/250,/0/default.jpg"
William Dunlap self-portrait,"{""Artist"": ""William Dunlap, 18 Feb 1766 - 28 Sep 1839"", ""Sitter"": ""William Dunlap, 18 Feb 1766 - 28 Sep 1839""}","{""Type"": ""Painting""}",,"{""Date"": ""c. 1805""}",[https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2013_40],"https://ids.si.edu/ids/iiif/NPG-NPG_2013_40/full/250,/0/default.jpg"
William Linn,"{""Attribution"": ""Archibald Robertson, 8 May 1765 - 6 Dec 1835"", ""Sitter"": ""William Linn, 27 Feb 1752 - 8 Jan 1808""}","{""Type"": ""Painting""}",,"{""Date"": ""early 1790s""}","[https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2007_11Linn-000003, https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2007_11Linn_int-000001]","https://ids.si.edu/ids/iiif/NPG-NPG_2007_11Linn-000003/full/250,/0/default.jpg"
William Linn,"{""Artist"": ""John Wesley Jarvis, 1780 - 14 Jan 1840"", ""Sitter"": ""William Linn, 27 Feb 1752 - 8 Jan 1808""}","{""Type"": ""Painting""}",,"{""Date"": ""1805""}",[https://ids.si.edu/ids/deliveryService?id=NPG-S_NPG_2007_12Linn-000001],"https://ids.si.edu/ids/iiif/NPG-S_NPG_2007_12Linn-000001/full/250,/0/default.jpg"
William Mather Smith,"{""Artist"": ""Archibald Robertson, born Moneymusk, Scotland-died New York City 1835"", ""Sitter"": ""William Mather Smith""}","{""Type"": ""Painting-Miniature""}",,"{""Date"": ""ca. 1810""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1944.7.2_1],"https://ids.si.edu/ids/iiif/SAAM-1944.7.2_1/full/250,/0/default.jpg"
William McIntyre,"{""Artist"": ""John Wesley Jarvis, born South Shields, England 1780-died New York City 1840"", ""Sitter"": ""William McIntyre""}","{""Type"": ""Painting-Miniature""}",,"{""Date"": ""early 19th century""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1999.27.22_1],"https://ids.si.edu/ids/iiif/SAAM-1999.27.22_1/full/250,/0/default.jpg"
William Moultrie,"{""Artist"": ""Charles Willson Peale, 15 Apr 1741 - 22 Feb 1827"", ""Sitter"": ""William Moultrie, 1730 - 27 Sep 1805""}","{""Type"": ""Painting""}",,"{""Date"": ""1782""}",[https://ids.si.edu/ids/deliveryService?id=NPG-NPG_65_57],"https://ids.si.edu/ids/iiif/NPG-NPG_65_57/full/250,/0/default.jpg"
William Shippen,"{""Artist"": ""James Peale, born Chestertown, MD 1749-died Philadelphia, PA 1831"", ""Sitter"": ""William Shippen""}","{""Type"": ""Painting-Miniature""}",,"{""Date"": ""1794""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1999.87.5_1],"https://ids.si.edu/ids/iiif/SAAM-1999.87.5_1/full/250,/0/default.jpg"
William Thornton,"{""Artist"": ""Robert Field, born Gloucestershire, England ca. 1769-died Kingston, Jamaica 1819"", ""Sitter"": ""William Thornton""}","{""Type"": ""Painting-Miniature""}",,"{""Date"": ""ca. 1800""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1960.6.1_2],"https://ids.si.edu/ids/iiif/SAAM-1960.6.1_2/full/250,/0/default.jpg"
William Wirt,"{""Artist"": ""Cephas Thompson, 1 Jul 1775 - 6 Nov 1856"", ""Former attribution"": ""John Vanderlyn, 15 Oct 1775 - 23 Sep 1852"", ""Sitter"": ""William Wirt, 8 Nov 1772 - 18 Feb 1834""}","{""Type"": ""Painting""}",,"{""Date"": ""c. 1809-10""}",[https://ids.si.edu/ids/deliveryService?id=NPG-NPG_89_11],"https://ids.si.edu/ids/iiif/NPG-NPG_89_11/full/250,/0/default.jpg"
Young Woman of the Chase Family,"{""Artist"": ""Unidentified"", ""Sitter"": ""Chase""}","{""Type"": ""Painting-Miniature""}",,"{""Date"": ""1810""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1999.27.17_1],"https://ids.si.edu/ids/iiif/SAAM-1999.27.17_1/full/250,/0/default.jpg"